serial,00bkg,01body,02cheeks,03eye,04beak,05face,06hat,07clothes,dna
750,bkg05,body01,cheeks13,Eye07,Beak01,NONE,NONE,clothes38,bkg05--body01--cheeks13--Eye07--Beak01--NONE--NONE--clothes38
751,bkg03,body01,cheeks09,Eye04,Beak01,NONE,hat24,clothes78,bkg03--body01--cheeks09--Eye04--Beak01--NONE--hat24--clothes78
752,bkg02,body01,cheeks11,Eye25,Beak03,NONE,hat20,clothes83,bkg02--body01--cheeks11--Eye25--Beak03--NONE--hat20--clothes83
753,bkg04,body01,cheeks11,Eye04,Beak10,NONE,hat02,clothes62,bkg04--body01--cheeks11--Eye04--Beak10--NONE--hat02--clothes62
754,bkg07,body01,NONE,Eye17,Beak08,face03,hat79,clothes21,bkg07--body01--NONE--Eye17--Beak08--face03--hat79--clothes21
755,bkg07,body01,cheeks11,Eye03,Beak08,face01,hat06,NONE,bkg07--body01--cheeks11--Eye03--Beak08--face01--hat06--NONE
756,bkg05,body01,cheeks12,Eye19,Beak07,face04,hat58,clothes15,bkg05--body01--cheeks12--Eye19--Beak07--face04--hat58--clothes15
757,bkg03,body01,cheeks04,Eye20,Beak02,face01,hat10,clothes15,bkg03--body01--cheeks04--Eye20--Beak02--face01--hat10--clothes15
758,bkg02,body01,cheeks13,Eye02,Beak11,NONE,hat33,clothes40,bkg02--body01--cheeks13--Eye02--Beak11--NONE--hat33--clothes40
759,bkg02,body01,cheeks1,Eye10,Beak10,NONE,hat04,clothes75,bkg02--body01--cheeks1--Eye10--Beak10--NONE--hat04--clothes75
760,bkg07,body01,cheeks11,Eye24,Beak09,NONE,hat55,clothes32,bkg07--body01--cheeks11--Eye24--Beak09--NONE--hat55--clothes32
761,bkg01,body01,cheeks11,Eye30,Beak04,NONE,hat05,clothes37,bkg01--body01--cheeks11--Eye30--Beak04--NONE--hat05--clothes37
762,bkg05,body01,cheeks12,Eye07,Beak06,NONE,hat10,clothes22,bkg05--body01--cheeks12--Eye07--Beak06--NONE--hat10--clothes22
763,bkg04,body01,cheeks06,Eye15,Beak09,face05,hat35,clothes07,bkg04--body01--cheeks06--Eye15--Beak09--face05--hat35--clothes07
764,bkg02,body01,cheeks11,Eye07,Beak05,NONE,hat24,clothes50,bkg02--body01--cheeks11--Eye07--Beak05--NONE--hat24--clothes50
765,bkg03,body01,NONE,Eye23,Beak09,face07,hat71,clothes32,bkg03--body01--NONE--Eye23--Beak09--face07--hat71--clothes32
766,bkg07,body01,cheeks08,Eye07,Beak12,face10,hat11,clothes13,bkg07--body01--cheeks08--Eye07--Beak12--face10--hat11--clothes13
767,bkg06,body01,cheeks08,Eye07,Beak01,NONE,hat67,clothes61,bkg06--body01--cheeks08--Eye07--Beak01--NONE--hat67--clothes61
768,bkg07,body01,cheeks10,Eye10,Beak02,NONE,hat31,clothes22,bkg07--body01--cheeks10--Eye10--Beak02--NONE--hat31--clothes22
769,bkg05,body01,cheeks05,Eye22,Beak10,face07,hat81,clothes63,bkg05--body01--cheeks05--Eye22--Beak10--face07--hat81--clothes63
770,bkg04,body01,cheeks02,Eye01,Beak07,face07,hat58,clothes59,bkg04--body01--cheeks02--Eye01--Beak07--face07--hat58--clothes59
771,bkg03,body01,cheeks03,Eye16,Beak13,face01,hat65,clothes10,bkg03--body01--cheeks03--Eye16--Beak13--face01--hat65--clothes10
772,bkg05,body01,cheeks13,Eye17,Beak05,NONE,hat69,clothes18,bkg05--body01--cheeks13--Eye17--Beak05--NONE--hat69--clothes18
773,bkg04,body01,cheeks13,Eye07,Beak11,face07,hat05,NONE,bkg04--body01--cheeks13--Eye07--Beak11--face07--hat05--NONE
774,bkg06,body01,NONE,Eye08,Beak09,face07,NONE,clothes24,bkg06--body01--NONE--Eye08--Beak09--face07--NONE--clothes24
775,bkg04,body01,cheeks11,Eye22,Beak09,NONE,hat47,clothes83,bkg04--body01--cheeks11--Eye22--Beak09--NONE--hat47--clothes83
776,bkg03,body01,cheeks08,Eye10,Beak01,face04,hat08,clothes70,bkg03--body01--cheeks08--Eye10--Beak01--face04--hat08--clothes70
777,bkg05,body01,cheeks06,Eye10,Beak05,NONE,NONE,clothes01,bkg05--body01--cheeks06--Eye10--Beak05--NONE--NONE--clothes01
778,bkg05,body01,cheeks12,Eye08,Beak06,NONE,hat78,clothes29,bkg05--body01--cheeks12--Eye08--Beak06--NONE--hat78--clothes29
779,bkg02,body01,NONE,Eye08,Beak04,NONE,hat83,clothes69,bkg02--body01--NONE--Eye08--Beak04--NONE--hat83--clothes69
780,bkg06,body01,cheeks11,Eye07,Beak12,NONE,hat77,clothes72,bkg06--body01--cheeks11--Eye07--Beak12--NONE--hat77--clothes72
781,bkg04,body01,NONE,Eye22,Beak05,NONE,hat31,clothes19,bkg04--body01--NONE--Eye22--Beak05--NONE--hat31--clothes19
782,bkg06,body01,cheeks11,Eye07,Beak12,NONE,hat13,clothes37,bkg06--body01--cheeks11--Eye07--Beak12--NONE--hat13--clothes37
783,bkg06,body01,cheeks02,Eye16,Beak03,NONE,hat11,clothes21,bkg06--body01--cheeks02--Eye16--Beak03--NONE--hat11--clothes21
784,bkg01,body01,NONE,Eye25,Beak09,face10,hat81,clothes07,bkg01--body01--NONE--Eye25--Beak09--face10--hat81--clothes07
785,bkg04,body01,cheeks04,Eye04,Beak06,NONE,hat67,clothes55,bkg04--body01--cheeks04--Eye04--Beak06--NONE--hat67--clothes55
786,bkg01,body01,cheeks13,Eye20,Beak04,NONE,hat79,clothes56,bkg01--body01--cheeks13--Eye20--Beak04--NONE--hat79--clothes56
787,bkg05,body01,NONE,Eye17,Beak11,NONE,hat04,clothes01,bkg05--body01--NONE--Eye17--Beak11--NONE--hat04--clothes01
788,bkg04,body01,NONE,Eye13,Beak01,face03,hat01,clothes57,bkg04--body01--NONE--Eye13--Beak01--face03--hat01--clothes57
789,bkg01,body01,cheeks05,Eye30,Beak13,NONE,hat07,NONE,bkg01--body01--cheeks05--Eye30--Beak13--NONE--hat07--NONE
790,bkg01,body01,NONE,Eye04,Beak06,NONE,hat11,clothes69,bkg01--body01--NONE--Eye04--Beak06--NONE--hat11--clothes69
791,bkg01,body01,cheeks04,Eye03,Beak04,NONE,hat09,clothes49,bkg01--body01--cheeks04--Eye03--Beak04--NONE--hat09--clothes49
792,bkg07,body01,cheeks12,Eye11,Beak01,NONE,hat12,clothes56,bkg07--body01--cheeks12--Eye11--Beak01--NONE--hat12--clothes56
793,bkg03,body01,NONE,Eye11,Beak06,NONE,hat18,clothes49,bkg03--body01--NONE--Eye11--Beak06--NONE--hat18--clothes49
794,bkg01,body01,NONE,Eye01,Beak01,face01,hat13,clothes02,bkg01--body01--NONE--Eye01--Beak01--face01--hat13--clothes02
795,bkg06,body01,cheeks1,Eye02,Beak07,face07,NONE,clothes02,bkg06--body01--cheeks1--Eye02--Beak07--face07--NONE--clothes02
796,bkg03,body01,cheeks11,Eye02,Beak04,face03,hat78,clothes18,bkg03--body01--cheeks11--Eye02--Beak04--face03--hat78--clothes18
797,bkg07,body01,cheeks1,Eye22,Beak09,face01,hat28,clothes41,bkg07--body01--cheeks1--Eye22--Beak09--face01--hat28--clothes41
798,bkg05,body01,NONE,Eye04,Beak10,face05,hat35,clothes48,bkg05--body01--NONE--Eye04--Beak10--face05--hat35--clothes48
799,bkg05,body01,cheeks08,Eye22,Beak07,NONE,hat22,clothes49,bkg05--body01--cheeks08--Eye22--Beak07--NONE--hat22--clothes49
800,bkg03,body01,cheeks11,Eye21,Beak01,NONE,hat70,clothes43,bkg03--body01--cheeks11--Eye21--Beak01--NONE--hat70--clothes43
801,bkg04,body01,cheeks06,Eye07,Beak03,NONE,hat33,clothes14,bkg04--body01--cheeks06--Eye07--Beak03--NONE--hat33--clothes14
802,bkg01,body01,cheeks06,Eye30,Beak07,NONE,hat03,clothes21,bkg01--body01--cheeks06--Eye30--Beak07--NONE--hat03--clothes21
803,bkg02,body01,cheeks08,Eye03,Beak08,face03,hat38,clothes23,bkg02--body01--cheeks08--Eye03--Beak08--face03--hat38--clothes23
804,bkg02,body01,cheeks10,Eye17,Beak01,NONE,hat37,clothes11,bkg02--body01--cheeks10--Eye17--Beak01--NONE--hat37--clothes11
805,bkg01,body01,cheeks12,Eye21,Beak12,NONE,hat32,clothes58,bkg01--body01--cheeks12--Eye21--Beak12--NONE--hat32--clothes58
806,bkg05,body01,cheeks05,Eye02,Beak03,NONE,hat64,clothes45,bkg05--body01--cheeks05--Eye02--Beak03--NONE--hat64--clothes45
807,bkg01,body01,cheeks13,Eye19,Beak07,face05,hat24,clothes77,bkg01--body01--cheeks13--Eye19--Beak07--face05--hat24--clothes77
808,bkg07,body01,cheeks12,Eye05,Beak11,NONE,hat54,clothes21,bkg07--body01--cheeks12--Eye05--Beak11--NONE--hat54--clothes21
809,bkg02,body01,cheeks10,Eye07,Beak06,face04,hat68,clothes55,bkg02--body01--cheeks10--Eye07--Beak06--face04--hat68--clothes55
810,bkg06,body01,cheeks08,Eye06,Beak09,face05,hat19,clothes62,bkg06--body01--cheeks08--Eye06--Beak09--face05--hat19--clothes62
811,bkg01,body01,cheeks10,Eye01,Beak01,NONE,hat14,clothes38,bkg01--body01--cheeks10--Eye01--Beak01--NONE--hat14--clothes38
812,bkg07,body01,cheeks08,Eye17,Beak04,face06,hat83,clothes04,bkg07--body01--cheeks08--Eye17--Beak04--face06--hat83--clothes04
813,bkg07,body01,NONE,Eye30,Beak01,NONE,NONE,clothes57,bkg07--body01--NONE--Eye30--Beak01--NONE--NONE--clothes57
814,bkg01,body01,cheeks05,Eye01,Beak08,face04,hat31,clothes09,bkg01--body01--cheeks05--Eye01--Beak08--face04--hat31--clothes09
815,bkg07,body01,cheeks12,Eye08,Beak08,NONE,hat16,clothes30,bkg07--body01--cheeks12--Eye08--Beak08--NONE--hat16--clothes30
816,bkg01,body01,cheeks06,Eye19,Beak10,face07,hat58,clothes82,bkg01--body01--cheeks06--Eye19--Beak10--face07--hat58--clothes82
817,bkg02,body01,cheeks1,Eye30,Beak12,NONE,hat69,clothes46,bkg02--body01--cheeks1--Eye30--Beak12--NONE--hat69--clothes46
818,bkg05,body01,cheeks03,Eye12,Beak10,face01,hat74,clothes17,bkg05--body01--cheeks03--Eye12--Beak10--face01--hat74--clothes17
819,bkg07,body01,cheeks1,Eye27,Beak08,NONE,hat11,clothes21,bkg07--body01--cheeks1--Eye27--Beak08--NONE--hat11--clothes21
820,bkg02,body01,cheeks05,Eye04,Beak08,NONE,hat42,clothes70,bkg02--body01--cheeks05--Eye04--Beak08--NONE--hat42--clothes70
821,bkg07,body01,cheeks04,Eye23,Beak07,NONE,hat15,clothes44,bkg07--body01--cheeks04--Eye23--Beak07--NONE--hat15--clothes44
822,bkg06,body01,cheeks03,Eye18,Beak02,NONE,hat47,clothes54,bkg06--body01--cheeks03--Eye18--Beak02--NONE--hat47--clothes54
823,bkg04,body01,cheeks05,Eye08,Beak11,NONE,hat32,clothes26,bkg04--body01--cheeks05--Eye08--Beak11--NONE--hat32--clothes26
824,bkg03,body01,NONE,Eye10,Beak06,face01,hat59,clothes48,bkg03--body01--NONE--Eye10--Beak06--face01--hat59--clothes48
825,bkg04,body01,cheeks07,Eye08,Beak09,face01,hat04,clothes37,bkg04--body01--cheeks07--Eye08--Beak09--face01--hat04--clothes37
826,bkg07,body01,cheeks05,Eye08,Beak07,NONE,hat52,clothes20,bkg07--body01--cheeks05--Eye08--Beak07--NONE--hat52--clothes20
827,bkg03,body01,cheeks03,Eye22,Beak04,NONE,hat17,clothes60,bkg03--body01--cheeks03--Eye22--Beak04--NONE--hat17--clothes60
828,bkg01,body01,cheeks08,Eye30,Beak04,NONE,hat29,clothes28,bkg01--body01--cheeks08--Eye30--Beak04--NONE--hat29--clothes28
829,bkg05,body01,cheeks12,Eye05,Beak05,NONE,hat02,clothes77,bkg05--body01--cheeks12--Eye05--Beak05--NONE--hat02--clothes77
830,bkg03,body01,NONE,Eye25,Beak03,NONE,hat38,NONE,bkg03--body01--NONE--Eye25--Beak03--NONE--hat38--NONE
831,bkg07,body01,NONE,Eye04,Beak07,face03,hat25,clothes18,bkg07--body01--NONE--Eye04--Beak07--face03--hat25--clothes18
832,bkg01,body01,cheeks03,Eye23,Beak07,NONE,NONE,clothes24,bkg01--body01--cheeks03--Eye23--Beak07--NONE--NONE--clothes24
833,bkg07,body01,cheeks04,Eye24,Beak07,face01,hat30,clothes18,bkg07--body01--cheeks04--Eye24--Beak07--face01--hat30--clothes18
834,bkg07,body01,NONE,Eye16,Beak08,NONE,NONE,clothes29,bkg07--body01--NONE--Eye16--Beak08--NONE--NONE--clothes29
835,bkg06,body01,cheeks12,Eye08,Beak03,NONE,NONE,clothes15,bkg06--body01--cheeks12--Eye08--Beak03--NONE--NONE--clothes15
836,bkg05,body01,cheeks10,Eye07,Beak01,NONE,NONE,clothes35,bkg05--body01--cheeks10--Eye07--Beak01--NONE--NONE--clothes35
837,bkg06,body01,cheeks10,Eye06,Beak02,NONE,hat06,clothes13,bkg06--body01--cheeks10--Eye06--Beak02--NONE--hat06--clothes13
838,bkg07,body01,cheeks13,Eye05,Beak05,NONE,NONE,clothes30,bkg07--body01--cheeks13--Eye05--Beak05--NONE--NONE--clothes30
839,bkg07,body01,cheeks13,Eye03,Beak08,NONE,hat34,clothes66,bkg07--body01--cheeks13--Eye03--Beak08--NONE--hat34--clothes66
840,bkg03,body01,cheeks06,Eye01,Beak11,face04,hat18,clothes62,bkg03--body01--cheeks06--Eye01--Beak11--face04--hat18--clothes62
841,bkg07,body01,cheeks04,Eye01,Beak02,NONE,NONE,clothes36,bkg07--body01--cheeks04--Eye01--Beak02--NONE--NONE--clothes36
842,bkg02,body01,cheeks08,Eye01,Beak03,NONE,hat32,clothes73,bkg02--body01--cheeks08--Eye01--Beak03--NONE--hat32--clothes73
843,bkg07,body01,cheeks05,Eye10,Beak12,NONE,hat29,clothes31,bkg07--body01--cheeks05--Eye10--Beak12--NONE--hat29--clothes31
844,bkg05,body01,cheeks12,Eye24,Beak05,NONE,hat70,clothes64,bkg05--body01--cheeks12--Eye24--Beak05--NONE--hat70--clothes64
845,bkg04,body01,cheeks05,Eye12,Beak06,NONE,hat35,clothes28,bkg04--body01--cheeks05--Eye12--Beak06--NONE--hat35--clothes28
846,bkg04,body01,NONE,Eye07,Beak04,face03,hat65,clothes02,bkg04--body01--NONE--Eye07--Beak04--face03--hat65--clothes02
847,bkg03,body01,NONE,Eye21,Beak02,NONE,NONE,clothes48,bkg03--body01--NONE--Eye21--Beak02--NONE--NONE--clothes48
848,bkg06,body01,cheeks02,Eye03,Beak13,NONE,hat37,clothes22,bkg06--body01--cheeks02--Eye03--Beak13--NONE--hat37--clothes22
849,bkg06,body01,cheeks13,Eye07,Beak05,NONE,hat12,clothes44,bkg06--body01--cheeks13--Eye07--Beak05--NONE--hat12--clothes44
850,bkg04,body01,cheeks1,Eye14,Beak05,NONE,hat70,clothes23,bkg04--body01--cheeks1--Eye14--Beak05--NONE--hat70--clothes23
851,bkg03,body01,cheeks1,Eye12,Beak09,NONE,hat18,clothes73,bkg03--body01--cheeks1--Eye12--Beak09--NONE--hat18--clothes73
852,bkg06,body01,cheeks13,Eye13,Beak07,NONE,NONE,clothes33,bkg06--body01--cheeks13--Eye13--Beak07--NONE--NONE--clothes33
853,bkg04,body01,cheeks13,Eye14,Beak10,face01,hat14,clothes04,bkg04--body01--cheeks13--Eye14--Beak10--face01--hat14--clothes04
854,bkg04,body01,NONE,Eye24,Beak03,NONE,hat22,clothes17,bkg04--body01--NONE--Eye24--Beak03--NONE--hat22--clothes17
855,bkg06,body01,cheeks08,Eye03,Beak04,NONE,hat02,clothes05,bkg06--body01--cheeks08--Eye03--Beak04--NONE--hat02--clothes05
856,bkg04,body01,NONE,Eye03,Beak05,face04,hat19,clothes60,bkg04--body01--NONE--Eye03--Beak05--face04--hat19--clothes60
857,bkg05,body01,cheeks13,Eye05,Beak02,NONE,hat03,clothes38,bkg05--body01--cheeks13--Eye05--Beak02--NONE--hat03--clothes38
858,bkg06,body01,cheeks11,Eye20,Beak01,NONE,hat79,clothes16,bkg06--body01--cheeks11--Eye20--Beak01--NONE--hat79--clothes16
859,bkg04,body01,cheeks04,Eye19,Beak04,face03,hat83,clothes30,bkg04--body01--cheeks04--Eye19--Beak04--face03--hat83--clothes30
860,bkg03,body01,cheeks06,Eye03,Beak01,NONE,hat74,clothes16,bkg03--body01--cheeks06--Eye03--Beak01--NONE--hat74--clothes16
861,bkg02,body01,cheeks09,Eye06,Beak05,NONE,NONE,clothes40,bkg02--body01--cheeks09--Eye06--Beak05--NONE--NONE--clothes40
862,bkg03,body01,cheeks04,Eye09,Beak01,NONE,hat37,clothes83,bkg03--body01--cheeks04--Eye09--Beak01--NONE--hat37--clothes83
863,bkg05,body01,NONE,Eye12,Beak03,NONE,hat19,clothes08,bkg05--body01--NONE--Eye12--Beak03--NONE--hat19--clothes08
864,bkg01,body01,cheeks05,Eye08,Beak01,NONE,NONE,clothes31,bkg01--body01--cheeks05--Eye08--Beak01--NONE--NONE--clothes31
865,bkg03,body01,cheeks12,Eye28,Beak05,NONE,hat46,clothes01,bkg03--body01--cheeks12--Eye28--Beak05--NONE--hat46--clothes01
866,bkg05,body01,cheeks05,Eye24,Beak08,NONE,hat50,clothes24,bkg05--body01--cheeks05--Eye24--Beak08--NONE--hat50--clothes24
867,bkg05,body01,cheeks06,Eye04,Beak11,face05,hat05,clothes50,bkg05--body01--cheeks06--Eye04--Beak11--face05--hat05--clothes50
868,bkg02,body01,cheeks06,Eye22,Beak01,NONE,hat32,NONE,bkg02--body01--cheeks06--Eye22--Beak01--NONE--hat32--NONE
869,bkg02,body01,cheeks05,Eye06,Beak02,NONE,hat22,clothes19,bkg02--body01--cheeks05--Eye06--Beak02--NONE--hat22--clothes19
870,bkg06,body01,NONE,Eye05,Beak05,face01,hat77,clothes32,bkg06--body01--NONE--Eye05--Beak05--face01--hat77--clothes32
871,bkg04,body01,cheeks03,Eye18,Beak10,NONE,hat79,clothes46,bkg04--body01--cheeks03--Eye18--Beak10--NONE--hat79--clothes46
872,bkg07,body01,cheeks13,Eye22,Beak07,NONE,hat37,clothes65,bkg07--body01--cheeks13--Eye22--Beak07--NONE--hat37--clothes65
873,bkg06,body01,cheeks12,Eye24,Beak02,face01,hat54,clothes16,bkg06--body01--cheeks12--Eye24--Beak02--face01--hat54--clothes16
874,bkg04,body01,cheeks05,Eye18,Beak04,NONE,hat26,clothes24,bkg04--body01--cheeks05--Eye18--Beak04--NONE--hat26--clothes24
875,bkg06,body01,NONE,Eye03,Beak12,NONE,hat42,clothes41,bkg06--body01--NONE--Eye03--Beak12--NONE--hat42--clothes41
876,bkg01,body01,NONE,Eye22,Beak03,face01,hat11,clothes30,bkg01--body01--NONE--Eye22--Beak03--face01--hat11--clothes30
877,bkg05,body01,cheeks11,Eye21,Beak01,face01,hat44,clothes11,bkg05--body01--cheeks11--Eye21--Beak01--face01--hat44--clothes11
878,bkg02,body01,cheeks12,Eye25,Beak08,face01,hat59,clothes56,bkg02--body01--cheeks12--Eye25--Beak08--face01--hat59--clothes56
879,bkg01,body01,NONE,Eye08,Beak05,NONE,hat29,clothes55,bkg01--body01--NONE--Eye08--Beak05--NONE--hat29--clothes55
880,bkg05,body01,cheeks10,Eye16,Beak08,NONE,hat02,clothes16,bkg05--body01--cheeks10--Eye16--Beak08--NONE--hat02--clothes16
881,bkg01,body01,cheeks06,Eye05,Beak09,NONE,hat10,clothes50,bkg01--body01--cheeks06--Eye05--Beak09--NONE--hat10--clothes50
882,bkg06,body01,cheeks06,Eye30,Beak01,NONE,hat04,clothes30,bkg06--body01--cheeks06--Eye30--Beak01--NONE--hat04--clothes30
883,bkg03,body01,cheeks12,Eye10,Beak11,NONE,hat68,clothes58,bkg03--body01--cheeks12--Eye10--Beak11--NONE--hat68--clothes58
884,bkg01,body01,cheeks04,Eye18,Beak09,NONE,hat66,clothes77,bkg01--body01--cheeks04--Eye18--Beak09--NONE--hat66--clothes77
885,bkg06,body01,cheeks05,Eye19,Beak05,NONE,hat13,NONE,bkg06--body01--cheeks05--Eye19--Beak05--NONE--hat13--NONE
886,bkg02,body01,cheeks13,Eye17,Beak05,NONE,hat09,clothes74,bkg02--body01--cheeks13--Eye17--Beak05--NONE--hat09--clothes74
887,bkg07,body01,cheeks13,Eye16,Beak08,NONE,hat47,clothes23,bkg07--body01--cheeks13--Eye16--Beak08--NONE--hat47--clothes23
888,bkg02,body01,cheeks10,Eye10,Beak09,face10,hat61,clothes53,bkg02--body01--cheeks10--Eye10--Beak09--face10--hat61--clothes53
889,bkg07,body01,cheeks04,Eye10,Beak05,NONE,NONE,clothes45,bkg07--body01--cheeks04--Eye10--Beak05--NONE--NONE--clothes45
890,bkg05,body01,NONE,Eye08,Beak04,NONE,hat32,clothes78,bkg05--body01--NONE--Eye08--Beak04--NONE--hat32--clothes78
891,bkg06,body01,cheeks13,Eye03,Beak04,NONE,hat72,NONE,bkg06--body01--cheeks13--Eye03--Beak04--NONE--hat72--NONE
892,bkg03,body01,cheeks13,Eye23,Beak08,NONE,hat06,clothes04,bkg03--body01--cheeks13--Eye23--Beak08--NONE--hat06--clothes04
893,bkg07,body01,cheeks12,Eye25,Beak03,NONE,hat84,clothes04,bkg07--body01--cheeks12--Eye25--Beak03--NONE--hat84--clothes04
894,bkg04,body01,cheeks12,Eye22,Beak08,face05,hat77,clothes02,bkg04--body01--cheeks12--Eye22--Beak08--face05--hat77--clothes02
895,bkg02,body01,cheeks12,Eye27,Beak01,NONE,hat37,clothes65,bkg02--body01--cheeks12--Eye27--Beak01--NONE--hat37--clothes65
896,bkg04,body01,cheeks03,Eye06,Beak11,NONE,hat25,clothes83,bkg04--body01--cheeks03--Eye06--Beak11--NONE--hat25--clothes83
897,bkg06,body01,cheeks09,Eye23,Beak01,face10,hat67,clothes61,bkg06--body01--cheeks09--Eye23--Beak01--face10--hat67--clothes61
898,bkg07,body01,cheeks05,Eye11,Beak03,NONE,hat15,clothes72,bkg07--body01--cheeks05--Eye11--Beak03--NONE--hat15--clothes72
899,bkg03,body01,cheeks13,Eye30,Beak05,NONE,hat26,clothes38,bkg03--body01--cheeks13--Eye30--Beak05--NONE--hat26--clothes38
900,bkg05,body01,cheeks13,Eye01,Beak03,NONE,hat67,clothes06,bkg05--body01--cheeks13--Eye01--Beak03--NONE--hat67--clothes06
901,bkg02,body01,cheeks13,Eye01,Beak10,NONE,hat43,clothes22,bkg02--body01--cheeks13--Eye01--Beak10--NONE--hat43--clothes22
902,bkg07,body01,NONE,Eye04,Beak09,NONE,hat84,clothes19,bkg07--body01--NONE--Eye04--Beak09--NONE--hat84--clothes19
903,bkg01,body01,cheeks10,Eye29,Beak03,NONE,hat41,clothes19,bkg01--body01--cheeks10--Eye29--Beak03--NONE--hat41--clothes19
904,bkg01,body01,cheeks12,Eye04,Beak07,NONE,hat05,clothes38,bkg01--body01--cheeks12--Eye04--Beak07--NONE--hat05--clothes38
905,bkg02,body01,cheeks08,Eye10,Beak12,NONE,hat01,clothes32,bkg02--body01--cheeks08--Eye10--Beak12--NONE--hat01--clothes32
906,bkg04,body01,NONE,Eye17,Beak11,NONE,hat29,clothes38,bkg04--body01--NONE--Eye17--Beak11--NONE--hat29--clothes38
907,bkg05,body01,cheeks11,Eye12,Beak07,NONE,hat54,clothes49,bkg05--body01--cheeks11--Eye12--Beak07--NONE--hat54--clothes49
908,bkg05,body01,NONE,Eye02,Beak07,face01,NONE,clothes78,bkg05--body01--NONE--Eye02--Beak07--face01--NONE--clothes78
909,bkg03,body01,NONE,Eye29,Beak09,face05,NONE,clothes44,bkg03--body01--NONE--Eye29--Beak09--face05--NONE--clothes44
910,bkg04,body01,cheeks13,Eye06,Beak04,NONE,NONE,NONE,bkg04--body01--cheeks13--Eye06--Beak04--NONE--NONE--NONE
911,bkg03,body01,cheeks04,Eye04,Beak04,face05,hat54,clothes05,bkg03--body01--cheeks04--Eye04--Beak04--face05--hat54--clothes05
912,bkg05,body01,cheeks03,Eye01,Beak09,face01,hat02,clothes15,bkg05--body01--cheeks03--Eye01--Beak09--face01--hat02--clothes15
913,bkg02,body01,cheeks08,Eye03,Beak07,NONE,hat22,clothes19,bkg02--body01--cheeks08--Eye03--Beak07--NONE--hat22--clothes19
914,bkg01,body01,cheeks11,Eye03,Beak04,NONE,hat10,clothes19,bkg01--body01--cheeks11--Eye03--Beak04--NONE--hat10--clothes19
915,bkg05,body01,cheeks13,Eye22,Beak07,face03,hat07,clothes45,bkg05--body01--cheeks13--Eye22--Beak07--face03--hat07--clothes45
916,bkg01,body01,cheeks02,Eye22,Beak01,NONE,hat19,clothes18,bkg01--body01--cheeks02--Eye22--Beak01--NONE--hat19--clothes18
917,bkg03,body01,cheeks13,Eye11,Beak13,NONE,hat80,clothes65,bkg03--body01--cheeks13--Eye11--Beak13--NONE--hat80--clothes65
918,bkg05,body01,cheeks13,Eye10,Beak06,NONE,hat27,clothes23,bkg05--body01--cheeks13--Eye10--Beak06--NONE--hat27--clothes23
919,bkg06,body01,cheeks06,Eye01,Beak09,NONE,NONE,clothes04,bkg06--body01--cheeks06--Eye01--Beak09--NONE--NONE--clothes04
920,bkg07,body01,cheeks06,Eye27,Beak06,NONE,hat08,clothes48,bkg07--body01--cheeks06--Eye27--Beak06--NONE--hat08--clothes48
921,bkg07,body01,NONE,Eye03,Beak13,face07,hat27,clothes11,bkg07--body01--NONE--Eye03--Beak13--face07--hat27--clothes11
922,bkg05,body01,cheeks12,Eye22,Beak04,NONE,hat19,clothes06,bkg05--body01--cheeks12--Eye22--Beak04--NONE--hat19--clothes06
923,bkg05,body01,cheeks05,Eye01,Beak04,NONE,hat29,clothes71,bkg05--body01--cheeks05--Eye01--Beak04--NONE--hat29--clothes71
924,bkg05,body01,cheeks04,Eye10,Beak07,NONE,hat05,clothes10,bkg05--body01--cheeks04--Eye10--Beak07--NONE--hat05--clothes10
925,bkg07,body01,cheeks11,Eye10,Beak07,NONE,hat57,clothes71,bkg07--body01--cheeks11--Eye10--Beak07--NONE--hat57--clothes71
926,bkg03,body01,cheeks09,Eye16,Beak06,face03,hat60,clothes58,bkg03--body01--cheeks09--Eye16--Beak06--face03--hat60--clothes58
927,bkg04,body01,cheeks09,Eye03,Beak07,face05,hat09,clothes66,bkg04--body01--cheeks09--Eye03--Beak07--face05--hat09--clothes66
928,bkg01,body01,cheeks04,Eye19,Beak11,NONE,hat42,clothes42,bkg01--body01--cheeks04--Eye19--Beak11--NONE--hat42--clothes42
929,bkg07,body01,cheeks11,Eye16,Beak03,face06,hat83,clothes72,bkg07--body01--cheeks11--Eye16--Beak03--face06--hat83--clothes72
930,bkg04,body01,cheeks05,Eye02,Beak04,NONE,hat71,clothes72,bkg04--body01--cheeks05--Eye02--Beak04--NONE--hat71--clothes72
931,bkg01,body01,cheeks13,Eye05,Beak02,NONE,hat47,clothes12,bkg01--body01--cheeks13--Eye05--Beak02--NONE--hat47--clothes12
932,bkg07,body01,cheeks05,Eye02,Beak07,face01,hat16,clothes10,bkg07--body01--cheeks05--Eye02--Beak07--face01--hat16--clothes10
